,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,Countyfp,Tractce,Statefp
2167,"Census Tract 4523, Baltimore County, Maryland",20.8,31.6,8.2,0.0,0.0,0.0,18.8,3.9,83.2,0.0,75.9,27.4,9.6,6.8,11.6,23.9,21.8,1.3,12.4,0.0,1.1,13.8,10.4,6.4,35.2,7.6,26.4,9.4,42.3,42.3,24.4,11.9,0.0,9.7,87.6,2.1,0.0,1.4,0.0,1.4,0.0,57.1,2.41,1.4,34.9,52.9,31.0,10.6,0.0,3.0,15.1,1.1,0.0,85.4,low,73.60167149529589,67.27153067345358,47.91927832735971,66.25885205698383,97.43202416918429,81.63195878793769,100.0,110.06596419086785,104.5460788353248,005,452300,24
2168,"Census Tract 4024.04, Baltimore County, Maryland",30.5,35.5,6.5,20.0,0.0,59.2,7.7,3.9,86.4,0.8,85.5,17.3,2.0,3.9,26.1,25.9,17.2,7.5,9.4,0.0,9.6,10.5,17.3,3.0,30.1,4.0,26.6,3.4,57.9,57.9,5.0,12.3,0.0,26.6,93.4,0.0,6.1,8.1,0.0,3.8,0.2,42.8,2.48,5.4,26.7,1.9,27.9,24.2,0.0,4.9,18.9,0.5,0.0,11.3,low,87.42552067199941,72.27877981314948,103.19158534923143,84.26331597365738,93.01843674955457,143.48407163511774,100.0,92.72680544847086,90.94904546078834,005,402404,24
2169,"Census Tract 4211.02, Baltimore County, Maryland",17.7,34.7,9.3,0.0,7.2,0.0,9.0,6.9,94.6,0.9,92.1,2.9,16.4,5.7,34.0,16.5,12.1,5.3,7.2,0.0,5.1,9.0,16.9,1.3,41.0,0.9,12.3,1.1,62.8,62.8,4.0,12.7,15.6,39.1,91.5,4.8,0.0,4.6,3.6,0.7,0.0,77.3,2.61,2.5,25.7,15.7,35.1,29.2,0.0,4.5,22.3,0.8,0.3,89.7,low,90.41137491420832,95.04897115643813,91.44616731394258,76.44319528257695,108.25780463242698,69.41656744344277,100.0,99.88863188554788,95.17923362175526,005,421102,24
2170,"Census Tract 4308, Baltimore County, Maryland",11.9,37.7,6.9,78.0,0.0,0.0,4.5,7.0,84.0,1.6,88.9,12.3,21.0,5.3,46.8,10.7,4.3,13.2,11.6,0.0,4.1,3.3,9.1,4.5,31.7,1.2,3.0,6.1,82.6,82.6,3.6,1.7,0.0,0.0,94.2,0.0,0.0,1.5,0.0,0.0,0.4,79.6,2.56,3.4,23.8,0.5,2.7,31.7,0.5,7.1,19.1,2.6,5.7,90.4,low,116.84675327830519,101.54255702373234,114.70260183796921,99.23672535890442,92.35223487489348,92.91181687847788,100.0,94.23455838259234,94.5749210273314,005,430800,24
2171,"Census Tract 4518.02, Baltimore County, Maryland",8.6,37.2,5.5,0.0,0.0,11.3,8.3,8.8,88.4,0.0,93.3,5.5,23.3,6.5,37.6,9.8,14.5,7.0,13.5,0.0,4.8,10.1,15.9,11.7,39.4,4.5,9.0,15.3,69.9,69.9,4.1,6.4,52.6,57.0,95.3,0.0,0.0,0.0,1.5,0.5,2.0,79.5,2.27,5.1,35.6,13.7,3.5,1.3,27.2,4.0,33.2,0.9,0.7,93.5,low,103.1735330381492,99.2051445820877,107.95563840345864,141.7321098895043,77.27941746068635,104.56588827059996,100.0,86.69579371198495,86.41670100260953,005,451802,24
2172,"Census Tract 4034.02, Baltimore County, Maryland",19.3,40.9,12.9,0.0,0.0,0.0,3.7,5.7,85.0,0.0,87.9,20.6,5.0,8.7,36.1,23.7,13.6,6.3,12.2,0.0,8.7,7.4,8.9,4.4,38.4,4.5,21.3,6.7,65.4,65.4,2.7,13.7,22.9,5.9,98.1,3.1,0.0,34.6,0.0,0.8,0.0,59.0,2.7,2.5,21.9,18.6,19.0,20.4,1.2,5.8,25.3,0.2,0.6,51.3,low,80.89988642092284,91.51239477414336,87.16992288361897,84.0814527017718,78.86164691300642,150.2733701066751,100.0,97.62700248436566,94.27276473011949,005,403402,24
2173,"Census Tract 4925, Baltimore County, Maryland",0.0,25.0,5.1,0.0,0.0,0.0,8.0,1.9,73.2,0.7,89.9,14.1,6.1,7.5,29.8,30.4,8.4,3.3,3.1,0.0,0.0,0.0,50.0,25.0,0.0,0.0,25.0,33.3,84.8,84.8,9.5,0.0,,,100.0,0.0,,0.0,0.0,0.0,0.0,100.0,4.88,0.0,0.0,0.0,0.0,0.0,25.0,0.3,2.5,1.2,1.1,67.0,low,8.80693379007914,,27.277160151353137,121.24218125706099,,77.97001433674338,100.0,183.94585796282027,176.1571212745502,005,492500,24
2174,"Census Tract 4012, Baltimore County, Maryland",18.2,29.5,6.4,56.0,0.0,21.7,6.2,6.3,92.3,0.0,89.7,9.7,4.1,6.8,40.8,18.9,8.3,4.0,9.9,0.0,6.4,6.1,14.3,4.8,25.5,0.9,10.1,5.2,73.6,73.6,5.4,10.7,32.3,51.1,89.1,8.4,13.8,1.1,1.1,0.0,0.0,88.9,2.71,3.0,28.9,2.8,9.8,38.9,2.6,4.9,19.5,0.6,0.0,21.2,low,101.0064199510456,110.1020465159202,113.65518591824551,82.20219889228734,93.68463862421567,81.81906543872866,100.0,102.52719952026048,96.08570251339103,005,401200,24
2175,"Census Tract 4013.02, Baltimore County, Maryland",23.1,48.0,5.7,79.0,0.0,18.2,4.5,10.1,89.9,0.0,89.5,8.3,1.5,5.9,34.2,28.4,4.6,5.4,10.3,0.0,8.5,7.8,9.4,3.4,27.3,1.6,12.2,6.6,77.4,77.4,4.6,1.8,0.0,0.0,93.3,0.0,13.0,12.4,0.0,2.5,0.0,56.4,2.47,2.6,37.7,7.9,36.9,26.6,0.0,5.5,18.5,1.5,0.0,12.3,low,97.73874382755416,102.30835112226073,97.30831770336398,87.17312832382686,81.02680300565497,73.3725366315943,100.0,80.28784374196867,88.8339513803049,005,401302,24
2176,"Census Tract 4210, Baltimore County, Maryland",11.5,56.8,6.9,0.0,43.5,0.0,16.8,4.1,88.2,0.0,94.2,11.5,18.9,9.2,13.0,20.2,11.7,5.7,8.5,0.0,20.0,18.2,8.5,0.0,47.1,2.4,35.4,0.0,52.2,52.2,4.5,11.2,0.0,28.8,90.9,1.4,7.2,30.7,0.0,0.5,6.2,32.9,2.43,9.3,29.9,40.2,27.6,15.4,0.0,3.6,25.6,0.3,0.4,86.1,low,75.70561760900858,72.13606364024191,79.62895060673718,71.47226585103745,66.78673793477418,48.48735207639783,100.0,78.78009080784719,96.08570251339103,005,421000,24
2177,"Census Tract 4301.01, Baltimore County, Maryland",20.1,25.7,8.8,112.0,4.2,14.6,15.5,4.0,80.0,3.3,71.3,41.4,6.6,6.6,19.3,33.0,10.5,6.3,17.4,0.0,6.4,12.1,6.0,6.5,15.1,7.1,19.3,8.1,42.5,42.5,16.7,16.7,11.9,31.7,89.2,0.0,11.0,3.1,1.1,0.8,0.0,21.0,3.23,6.3,20.1,13.7,42.2,26.5,0.0,12.7,7.1,2.6,1.0,49.7,low,59.68550135748255,71.02740263850876,68.01023611012458,79.41362872337494,93.1017119838872,133.21993536315702,100.0,126.27430823267373,113.61076775168246,005,430101,24
2178,"Census Tract 4404, Baltimore County, Maryland",16.5,31.7,4.6,17.0,0.0,45.0,2.9,7.1,93.7,0.0,88.3,18.1,9.7,3.2,38.2,18.4,11.2,7.1,15.3,0.0,1.0,4.9,20.1,2.9,35.4,2.8,6.6,4.2,73.4,73.4,7.2,4.4,21.2,34.5,94.8,0.0,9.3,0.0,0.0,0.0,0.6,77.9,2.86,3.6,37.3,6.8,15.0,32.5,1.0,4.8,22.0,1.4,0.0,62.9,low,105.18029919279897,98.2200549007989,103.45132760351777,94.38703810862198,91.85258346889766,143.32369450586836,100.0,105.5427053885034,104.2439225381129,005,440400,24
2179,"Census Tract 4007.02, Baltimore County, Maryland",15.5,36.2,5.5,0.0,0.0,22.2,2.5,8.1,91.3,0.5,95.7,6.6,17.1,1.9,49.8,12.5,11.5,3.9,5.6,0.9,0.5,7.7,12.7,5.4,19.9,1.0,3.1,4.6,81.7,81.7,6.0,7.7,0.0,60.0,89.9,0.0,11.3,0.0,0.0,0.0,0.0,80.8,3.16,3.4,30.3,1.6,10.3,21.2,0.0,9.8,14.6,4.6,1.4,76.1,low,116.4483154461471,123.1362101611001,117.68435844815042,96.56939737124908,99.43062979316755,53.51250212621195,100.0,115.7200376938234,119.95604999313281,005,400702,24
2180,"Census Tract 4023.07, Baltimore County, Maryland",35.5,35.9,8.2,18.0,16.3,10.8,4.0,9.3,78.5,0.3,76.0,7.6,0.0,3.8,40.9,22.9,13.0,3.6,8.9,0.6,5.0,9.9,11.6,0.8,21.0,7.9,12.3,1.2,71.9,71.9,1.7,8.6,0.0,18.6,90.6,0.0,12.9,5.3,2.8,1.5,2.3,29.4,2.73,7.8,13.7,1.9,11.1,35.0,0.0,7.4,12.5,0.0,0.0,7.6,low,86.23749567245494,73.6311025735053,93.94645047715402,90.38604612713897,116.66860330002325,167.35353437173475,100.0,96.87312601730493,94.27276473011949,005,402307,24
2181,"Census Tract 4921.02, Baltimore County, Maryland",11.0,39.5,7.8,89.0,0.0,39.1,8.6,6.1,90.2,0.0,85.9,17.6,11.9,6.3,31.9,7.8,18.1,6.9,7.7,0.0,1.7,3.9,16.8,3.0,27.3,0.5,6.5,4.9,68.8,68.8,8.8,0.8,0.0,0.0,91.0,1.8,20.0,0.0,0.0,0.0,0.0,92.5,2.73,2.5,34.3,2.3,5.9,28.3,0.5,5.2,16.0,0.2,0.0,84.6,low,114.91773109090578,91.06162052069142,114.53999896333468,105.29883442175748,73.53203191571771,57.17444657740627,100.0,100.26557011907826,102.73314105205328,005,492102,24
2182,"Census Tract 4024.03, Baltimore County, Maryland",20.3,38.0,3.0,0.0,25.3,13.3,7.6,8.1,95.2,0.3,91.1,5.0,1.1,5.3,31.5,22.2,9.7,5.1,15.2,0.0,9.6,6.1,19.2,2.1,40.5,3.2,11.3,2.5,76.4,76.4,4.0,6.1,0.0,28.4,94.4,0.0,0.0,0.0,0.0,0.0,0.0,92.6,2.47,0.0,31.0,3.6,25.8,39.4,1.2,0.6,30.5,0.3,0.0,6.5,low,87.01250584598192,81.27163914745908,128.58930967688678,92.68964757102313,74.94771089937254,54.36784681554201,100.0,90.84211428081902,95.48138991896718,005,402403,24
2183,"Census Tract 4025.04, Baltimore County, Maryland",12.3,24.8,2.1,0.0,0.0,32.5,2.8,7.2,91.5,0.4,87.0,12.3,1.7,4.1,45.2,15.7,11.6,5.1,12.5,0.0,2.8,4.3,16.4,9.6,36.6,1.4,9.5,12.8,79.7,79.7,1.1,7.3,0.0,31.8,95.0,5.6,0.0,3.5,3.6,0.0,0.0,88.8,3.07,3.4,32.4,0.0,0.8,11.5,15.7,6.2,24.1,1.0,2.1,11.4,low,107.80901708545154,113.62992069254987,107.54385190276079,125.24317323854399,98.01495080951274,122.84888100503002,100.0,113.83534652617155,108.77626699629172,005,402504,24
2184,"Census Tract 4406, Baltimore County, Maryland",5.5,19.2,5.1,0.0,22.6,11.3,6.4,5.6,95.5,0.0,80.5,18.9,16.2,4.1,41.0,20.0,5.7,10.8,10.4,0.0,1.0,1.6,11.8,13.6,35.3,0.5,1.4,15.1,86.1,86.1,1.8,2.6,0.0,0.0,97.9,1.5,0.0,0.0,4.1,0.0,0.0,93.8,2.97,1.0,47.6,0.0,0.0,5.6,7.3,5.6,20.8,0.8,0.4,69.9,low,123.09785414502895,125.3900814283598,109.51198020353196,143.61136369898875,111.5055387713998,60.381989162394,100.0,111.57371712498933,97.89864029666255,005,440600,24
2185,"Census Tract 4906.02, Baltimore County, Maryland",10.7,37.0,4.3,25.0,0.0,0.0,0.0,4.3,85.7,0.3,90.7,11.0,24.7,3.2,68.9,11.7,7.0,11.8,16.9,0.0,4.4,5.2,12.6,10.8,13.9,0.0,0.0,14.4,93.8,93.8,2.5,6.9,5.9,8.7,91.4,0.0,9.1,0.5,0.0,1.8,0.7,59.8,2.72,7.5,29.3,0.0,0.7,0.0,3.8,8.8,10.3,0.0,2.7,90.5,low,133.11953742339486,142.37852732775906,122.21612168147115,119.30230635694801,111.58881400573244,78.82535902607344,100.0,89.71129958022792,91.55335805521219,005,490602,24
2186,"Census Tract 4013.01, Baltimore County, Maryland",28.5,34.6,6.9,81.0,8.9,5.7,12.2,6.9,93.5,0.0,85.1,10.9,2.6,13.9,26.7,31.1,6.6,4.0,19.9,0.6,4.0,3.5,11.3,1.7,28.2,7.5,11.1,2.6,56.8,56.8,8.5,8.5,0.0,9.6,92.8,3.2,9.7,0.0,0.0,0.0,0.6,71.0,2.75,0.0,31.5,2.2,31.4,45.2,1.1,4.3,18.9,0.5,0.0,11.8,low,77.59819731175939,85.67495521399736,84.46902578417013,78.98928108897523,116.41877759702533,104.59261779214152,100.0,104.41189068791232,103.03529734926522,005,401301,24
2187,"Census Tract 8602, Calvert County, Maryland",11.3,13.9,3.0,0.0,0.0,0.0,1.6,7.5,88.8,0.0,95.2,3.7,16.2,5.6,47.2,16.1,5.4,4.7,17.0,0.0,1.2,0.0,6.9,28.1,25.3,0.0,2.9,30.9,92.6,92.6,1.8,0.9,0.0,9.2,95.3,1.3,21.5,0.0,4.1,0.0,0.0,95.3,2.96,1.8,30.2,0.5,0.0,1.6,48.1,2.3,17.5,0.9,0.0,82.4,low,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,009,860200,24
2188,"Census Tract 7009.01, Montgomery County, Maryland",11.8,58.1,6.5,0.0,0.0,0.0,4.2,6.7,82.2,2.5,51.7,42.6,5.3,3.7,61.8,10.2,9.0,5.4,27.3,0.0,13.1,4.5,11.8,9.8,24.2,3.1,15.8,19.5,80.8,80.8,4.5,5.8,0.0,0.0,91.8,3.3,9.1,67.9,2.6,9.7,4.9,37.0,2.03,5.0,24.8,0.0,0.9,7.8,19.8,8.9,23.1,0.6,3.9,55.5,low,94.49838187702265,96.04685212298682,106.06905814945458,104.47368421052632,100.0,120.13517319065052,100.0,86.44859813084112,96.81978798586573,031,700901,24
2189,"Census Tract 7035.02, Montgomery County, Maryland",8.7,31.7,4.8,106.0,0.0,0.0,0.3,2.4,88.5,0.0,73.2,27.5,14.8,8.4,65.0,9.2,4.5,4.2,27.0,0.0,4.7,1.2,11.5,18.6,27.2,1.4,13.1,20.4,71.3,71.3,6.0,5.3,0.0,0.0,96.6,2.1,0.0,5.9,0.0,0.0,0.6,75.9,2.28,3.3,23.3,0.0,1.1,0.7,31.1,8.1,23.8,0.0,1.4,63.3,low,105.50161812297733,103.95314787701318,93.93094185054544,95.52631578947368,,79.86482680934948,100.0,113.55140186915888,103.18021201413427,031,703502,24
2190,"Census Tract 1102, Baltimore city, Maryland",1.7,84.6,14.1,0.0,,,6.5,5.2,66.3,3.1,82.1,17.4,12.7,3.7,72.2,8.1,5.5,5.6,15.2,0.4,16.3,9.9,9.7,7.1,20.8,3.8,13.2,29.3,79.7,79.7,3.5,5.2,0.0,,88.1,8.3,4.4,56.3,2.1,18.1,15.1,14.0,2.0,11.7,16.5,2.9,8.8,16.9,21.1,0.4,18.8,3.4,1.4,68.0,high,128.3543298030492,123.33134783219346,107.35662776174199,143.9373849645289,102.3057371096587,184.7232796486091,100.0,57.760549872122766,78.59128547430385,510,110200,24
2191,"Census Tract 203, Baltimore city, Maryland",4.7,69.1,17.2,0.0,,,3.4,3.7,71.4,1.8,81.7,12.8,12.2,1.9,77.5,7.3,3.8,7.7,18.9,0.6,6.4,5.1,8.4,27.3,9.5,2.4,5.6,52.2,88.3,88.3,2.6,4.7,0.0,0.0,84.1,0.0,16.2,43.3,3.7,8.1,3.3,37.0,2.13,11.3,17.8,0.0,0.0,5.8,16.6,4.6,11.7,0.5,4.3,88.0,high,205.00208674125037,181.61983443096753,151.37270943854776,154.6148210360787,187.00072621641252,125.51211973320319,100.0,71.60725703324809,76.8251891715105,510,020300,24
2192,"Census Tract 1504, Baltimore city, Maryland",30.4,46.3,9.4,19.0,0.0,21.6,20.3,2.3,89.6,0.3,95.3,5.0,0.0,11.9,20.9,38.4,15.5,8.1,8.7,0.0,13.0,18.0,7.0,0.0,37.6,8.2,37.4,0.0,42.6,42.6,11.3,21.2,100.0,32.0,68.5,0.0,6.5,5.2,0.0,0.0,2.4,32.8,2.69,2.0,10.2,45.8,8.0,8.5,0.0,1.9,17.4,0.5,0.0,3.3,high,57.08004545850517,66.24368305356641,63.66171578834855,80.91277854219904,84.96732026143792,128.9437123800228,100.0,106.81745524296677,108.61492262179071,510,150400,24
2193,"Census Tract 102, Baltimore city, Maryland",2.1,59.3,17.9,27.0,0.0,0.0,3.3,1.8,80.4,0.2,91.7,8.9,25.2,1.4,73.8,3.3,3.7,13.1,16.0,0.0,2.9,1.6,14.4,8.1,12.8,0.0,2.1,13.4,90.4,90.4,2.5,1.8,0.0,,93.2,2.1,3.0,7.4,0.0,4.1,1.3,79.2,2.11,5.7,22.8,0.9,9.8,14.0,3.1,6.3,10.1,0.4,0.6,91.4,low,183.19377598818446,150.94429520721118,144.5716017050215,122.23584281910618,165.48656499636894,92.87961607288108,100.0,81.4977621483376,79.47433362570052,510,010200,24
2194,"Census Tract 604, Baltimore city, Maryland",8.7,70.0,10.4,0.0,0.0,0.0,6.4,5.8,76.3,1.6,85.3,21.8,9.2,2.1,60.5,16.7,4.4,6.8,12.7,0.0,12.4,12.1,6.6,6.3,30.1,0.0,19.6,7.5,73.8,73.8,5.5,2.2,0.0,0.0,86.0,7.9,6.6,38.4,12.8,6.7,9.2,26.0,1.94,10.1,18.8,16.7,2.5,26.3,0.0,4.9,23.2,0.5,1.1,35.0,high,137.76711284402052,143.67386491432086,105.79601441417527,93.87823662908097,107.4800290486565,44.54595737758256,100.0,71.60725703324809,90.36526082625947,510,060400,24
2195,"Census Tract 1604, Baltimore city, Maryland",38.5,39.6,5.3,0.0,9.9,6.3,14.0,11.7,74.5,0.0,98.8,2.0,0.0,13.0,14.5,26.7,13.2,1.4,9.4,4.3,8.5,24.2,8.4,0.0,33.6,3.3,53.1,0.0,26.3,26.3,7.9,41.0,84.2,52.2,39.2,15.3,17.3,0.6,0.0,0.0,2.0,41.3,2.47,3.6,20.4,31.4,4.3,3.2,2.9,6.8,13.9,0.2,0.3,1.9,high,63.66304509353896,55.82332841592675,68.07893008950478,59.904576401422425,102.03340595497458,75.46266471449488,100.0,137.67583120204606,141.28770422346756,510,160400,24
2196,"Census Tract 1607, Baltimore city, Maryland",35.3,38.0,6.0,12.0,12.1,23.5,13.9,7.7,90.9,0.0,96.3,0.5,0.0,14.3,25.5,37.4,10.0,4.7,5.6,0.7,11.9,12.4,5.3,1.5,32.4,11.2,38.6,2.5,38.6,38.6,6.1,26.6,30.0,49.7,64.4,9.1,2.3,0.8,0.0,0.0,0.5,42.5,2.68,7.3,22.6,69.4,3.4,6.7,1.9,5.9,15.7,0.0,0.0,0.6,high,62.86141475932444,92.54267332951413,66.43915519532236,78.4167545254731,99.21931735657226,139.9830811778103,100.0,113.54299872122763,110.08666954078517,510,160700,24
2197,"Census Tract 1702, Baltimore city, Maryland",32.6,60.7,5.9,58.0,0.0,12.9,23.1,2.5,83.2,0.6,98.7,1.8,2.4,13.6,13.1,50.7,8.2,2.7,19.6,0.0,39.3,18.5,1.7,0.0,29.7,6.1,53.5,0.0,27.8,27.8,11.0,51.3,38.6,69.6,75.0,0.0,11.0,34.1,0.0,4.1,11.2,4.2,4.65,8.0,16.1,12.3,28.1,43.9,0.0,8.3,15.4,0.8,0.0,7.4,high,45.2680366469342,52.40148243587137,62.35441938995208,,34.58605664488017,96.18171465755654,100.0,87.43206521739131,110.38101892458405,510,170200,24
2198,"Census Tract 1801, Baltimore city, Maryland",42.0,51.8,2.4,56.0,38.7,0.0,28.6,3.0,98.2,0.0,99.7,1.1,0.0,21.1,16.8,31.0,35.5,4.3,9.0,0.0,37.9,23.0,0.8,0.0,26.6,12.9,66.0,0.0,25.4,25.4,5.0,54.4,62.9,64.0,90.3,0.0,5.6,13.4,0.5,0.0,1.1,9.7,1.96,0.0,41.4,15.2,44.6,16.3,0.0,9.7,12.8,0.0,0.0,0.3,low,49.57078038429063,62.597551345119925,41.17078951558989,73.9793784957381,44.66230936819173,65.55636896046852,100.0,84.26710358056266,95.36920035084063,510,180100,24
2199,"Census Tract 1803, Baltimore city, Maryland",10.2,78.1,29.3,29.0,0.0,0.0,3.8,4.7,77.0,1.1,87.6,12.4,7.9,4.6,60.5,15.3,12.5,2.4,14.6,0.0,16.6,10.5,14.6,7.0,12.8,7.4,14.0,6.5,72.0,72.0,6.0,18.3,0.0,48.4,68.7,15.7,14.1,0.0,0.0,4.4,4.0,36.1,1.94,4.1,19.2,3.9,14.0,40.5,0.0,2.2,4.3,0.8,0.4,41.2,high,92.94662952855592,90.14499934812962,99.46535244339375,98.31561265881597,98.22076978939724,49.3696111924516,100.0,77.93718030690538,82.12347807989053,510,180300,24
2200,"Census Tract 2001, Baltimore city, Maryland",45.4,36.1,1.2,28.0,23.8,21.4,17.6,2.6,92.5,0.3,96.7,0.6,0.4,12.0,12.3,38.9,10.0,3.2,12.3,0.0,28.1,7.3,11.9,1.2,27.3,8.1,44.2,1.8,37.2,37.2,9.4,31.9,,60.2,63.5,13.1,0.0,0.0,0.0,1.4,0.0,33.4,2.82,3.1,23.2,46.0,6.9,7.9,5.0,2.9,13.4,0.0,0.0,1.9,high,60.71712443070112,49.93036976465968,75.58118295019872,75.64339450688873,100.03631082062456,59.340653977550026,100.0,118.29044117647061,119.50584982234965,510,200100,24
2201,"Census Tract 1603, Baltimore city, Maryland",37.8,44.9,4.7,217.0,0.0,19.4,31.1,0.0,90.2,0.0,97.0,1.1,0.0,16.5,18.9,21.0,0.0,3.4,6.9,0.0,26.3,19.9,4.3,3.3,43.1,0.0,45.4,0.0,31.6,31.6,5.3,42.1,100.0,69.2,47.8,0.0,3.2,10.1,0.5,0.5,0.0,24.0,2.6,12.0,33.7,60.6,0.0,16.0,0.0,5.4,24.9,0.0,1.0,6.0,low,72.06458421467073,92.83245842991326,68.20558856408991,70.44334447204304,78.70370370370371,35.287131934276886,100.0,94.15760869565217,97.13529665363396,510,160300,24
2202,"Census Tract 1207, Baltimore city, Maryland",6.6,63.8,20.5,10.0,0.0,0.0,8.4,3.4,73.7,1.6,90.1,7.8,10.0,11.6,47.2,23.2,2.5,1.9,12.8,0.3,6.0,4.1,15.2,0.0,19.7,5.0,11.9,0.0,67.9,67.9,8.5,2.4,0.0,0.0,88.5,0.0,7.3,3.0,0.8,1.1,1.7,55.9,2.04,2.8,25.0,29.7,9.7,14.5,0.0,4.8,10.8,1.1,0.8,74.4,high,97.82156170234815,92.08417772545799,118.87124015661472,82.50746055288505,115.64996368917939,73.13177159590045,100.0,85.84958439897699,88.59916452346613,510,120700,24
2203,"Census Tract 1304, Baltimore city, Maryland",20.7,52.6,14.0,33.0,0.0,22.2,9.9,6.1,91.9,0.1,96.1,4.6,0.8,16.1,23.9,28.1,11.4,7.5,11.5,0.0,13.3,17.5,7.5,3.1,37.7,8.8,27.7,6.5,39.0,39.0,6.2,25.0,0.0,73.0,63.4,4.6,10.7,1.9,0.4,1.2,3.4,40.0,2.72,0.6,19.3,40.5,28.9,8.7,10.6,7.1,14.0,0.0,0.0,6.8,low,75.11531167032108,76.47349406354638,75.6512974629155,90.27286860492129,101.21641249092231,66.55994794208557,100.0,104.04811381074168,108.02622385419292,510,130400,24
