,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,ALAND,Popo_Density_Per_Hector
0,"Census Tract 156, San Francisco County, California",3432,1450,715,9.5,50.7,2.36,2.89,18.1,0,0.0,0.0,3.7,1.8,80.1,2.5,67.2,42.9,12.8,1.8,62.8,10.8,5.7,11.9,25.4,0.0,3.7,9.4,11.7,20.1,179775,25.7,0.0,0.6,22.5,67768,108295,70644,81.3,81.3,1.3,8.0,0.0,100.0,1570,92.4,0.0,0.0,1570,06,075,015600,16.8,0.0,12.4,5.0,1450,27.0,1058,2.49,4.3,15.5,0.0,0.0,0.0,21.4,3895,1798,5.7,22.3,0.0,5.1,63.2,3432,29,4091,low,293930,0.0084
1,"Census Tract 102, San Francisco County, California",4299,2541,813,2.8,68.0,1.69,2.38,14.7,0,-666666666.0,-666666666.0,1.5,2.4,80.7,3.0,76.5,8.8,10.3,0.7,71.1,5.5,10.9,17.1,36.3,0.0,2.3,3.0,4.7,29.9,202319,24.7,1.1,1.1,39.0,93125,126733,84512,87.2,87.2,3.5,3.7,0.0,0.0,3015,84.3,0.0,0.8,3015,06,075,010200,35.9,0.0,13.1,10.8,2541,35.8,1632,1.71,5.5,28.0,1.4,0.0,0.0,38.3,4001,2449,2.0,27.1,1.1,2.0,83.7,4299,51,15427,high,515958,0.0119
2,"Census Tract 108, San Francisco County, California",4860,2466,910,1.4,63.1,1.97,2.79,15.7,0,0.0,12.2,3.1,4.2,85.5,2.3,66.0,40.4,10.8,4.5,57.8,10.3,8.4,10.7,31.2,0.7,4.0,5.2,10.9,19.5,159806,29.0,0.5,4.7,27.8,76771,101324,100667,73.5,73.5,1.9,10.7,0.0,100.0,2754,89.5,0.0,0.8,2754,06,075,010800,12.8,0.0,10.6,12.6,2466,24.9,1852,2.05,9.6,16.0,0.0,0.0,0.0,31.4,3847,1779,4.8,25.6,0.0,1.8,54.9,4860,22,3953,low,226078,0.0045
3,"Census Tract 331, San Francisco County, California",3861,1416,993,9.8,29.9,2.71,3.03,10.5,0,0.0,0.0,0.5,11.6,92.0,0.6,55.1,47.9,12.1,5.2,62.8,10.2,6.7,9.2,23.9,0.0,2.8,3.7,8.7,25.6,146850,40.2,0.5,1.1,26.5,55139,95250,81339,85.7,85.7,0.8,3.4,9.1,0.0,1571,90.1,0.0,0.0,1571,06,075,033100,0.0,0.0,2.7,0.4,1416,83.1,239,2.69,3.0,25.7,0.0,0.0,0.0,25.8,4001,3313,4.1,29.9,1.0,4.9,47.1,3861,89,4085,low,895560,0.0231
4,"Census Tract 402, San Francisco County, California",5541,2319,1111,4.5,52.1,2.38,3.16,14.4,0,0.0,0.0,6.6,4.7,92.7,0.9,65.2,34.8,10.8,3.9,63.2,12.5,10.9,10.7,22.5,0.0,3.6,6.0,12.6,27.1,188381,23.2,0.9,1.7,46.3,66489,101944,76406,83.2,83.2,1.3,0.0,0.0,0.0,2587,89.6,5.0,0.0,2587,06,075,040200,1.4,0.0,5.3,5.9,2319,41.8,1349,2.45,5.0,14.3,0.0,0.0,0.0,26.4,4001,1891,5.5,22.8,0.4,2.9,65.3,5541,53,6655,low,531470,0.0096
5,"Census Tract 428, San Francisco County, California",2490,923,703,9.2,23.8,2.7,3.13,2.7,0,0.0,0.0,0.3,2.9,92.8,1.4,80.3,23.3,9.6,4.7,75.3,4.9,5.3,20.7,21.9,0.6,2.8,3.0,10.0,43.8,283920,33.9,1.7,0.0,53.6,85966,197083,95179,89.5,89.5,2.5,1.8,0.0,0.0,1025,90.0,4.9,0.0,1025,06,075,042800,0.0,0.0,1.8,1.2,923,76.3,219,2.8,3.3,30.2,0.9,0.0,0.0,8.0,4001,2152,6.5,23.0,0.0,4.7,80.7,2490,55,1698,low,551507,0.0221
6,"Census Tract 234, San Francisco County, California",3663,968,752,28.2,22.3,3.78,3.99,12.3,38,0.0,25.4,12.5,5.0,96.6,0.5,57.1,62.0,0.8,7.1,23.6,35.1,10.7,2.4,12.1,0.0,6.3,11.6,9.9,10.8,81940,28.8,5.4,15.5,7.2,31165,41422,35521,48.4,48.4,10.8,24.1,0.0,44.2,1049,92.3,0.0,0.0,1049,06,075,023400,10.4,3.4,0.5,1.7,968,51.4,470,4.12,1.9,43.8,0.0,0.0,0.0,73.1,2616,668,5.7,15.0,5.1,0.0,14.9,3663,85,16162,high,854096,0.0232
7,"Census Tract 165, San Francisco County, California",5487,2252,838,3.6,62.8,2.25,2.68,27.7,0,-666666666.0,-666666666.0,2.6,3.5,78.6,0.0,79.8,19.8,10.6,5.1,63.7,13.0,12.2,8.4,25.2,0.6,1.6,3.9,7.5,34.1,181305,17.9,4.2,5.0,49.9,79692,100714,88302,77.9,77.9,4.9,0.0,0.0,0.0,2487,90.6,0.0,0.0,2487,06,075,016500,10.5,0.0,6.5,11.8,2252,27.6,1631,2.46,8.1,22.6,0.0,0.0,0.0,26.6,4001,1865,4.5,14.9,0.7,3.4,76.9,5487,37,10692,low,370453,0.0067
8,"Census Tract 307, San Francisco County, California",7022,2684,2110,9.6,21.4,2.62,2.89,5.0,0,0.0,0.0,3.3,3.5,87.7,1.2,76.0,29.7,8.1,2.6,67.6,13.0,3.9,9.2,23.5,0.0,1.0,3.0,9.0,39.9,194879,34.2,0.9,0.5,47.2,79063,133583,93393,83.8,83.8,1.5,0.0,0.0,0.0,2828,94.9,0.0,0.0,2828,06,075,030700,0.0,0.0,0.0,0.5,2684,81.2,504,2.55,2.6,21.8,0.0,0.0,0.6,25.9,3909,3219,7.3,27.2,0.7,5.1,66.4,7022,143,4305,low,1431899,0.0204
9,"Census Tract 351, San Francisco County, California",9053,2855,2040,16.6,28.5,3.17,3.49,12.3,0,0.0,16.2,2.5,3.7,91.0,2.2,55.3,52.4,10.8,3.6,56.6,18.8,6.6,4.9,19.4,0.7,4.9,3.6,9.8,21.6,146990,28.6,1.6,3.3,22.2,55881,73068,72153,75.1,75.1,3.7,4.2,0.0,0.0,2959,96.5,0.0,0.0,2959,06,075,035100,0.5,0.0,2.9,2.8,2855,56.0,1257,3.44,0.9,19.1,0.0,0.0,0.8,50.5,3222,1985,5.9,16.3,2.2,6.3,45.9,9053,92,4848,low,925693,0.0102
10,"Census Tract 130, San Francisco County, California",4863,2535,656,0.7,74.1,1.92,2.63,25.9,0,-666666666.0,-666666666.0,1.4,2.0,85.1,0.0,85.7,8.2,14.0,2.7,73.4,0.8,8.4,21.1,35.5,0.4,2.2,3.6,6.7,37.6,210760,16.8,0.7,1.5,51.8,93634,116200,101146,95.4,95.4,0.0,5.5,0.0,0.0,2669,95.0,0.0,3.1,2669,06,075,013000,22.7,0.8,8.8,14.8,2535,20.2,2023,2.54,9.3,19.3,0.0,0.0,0.0,0.0,3740,2169,4.0,12.3,0.0,3.2,89.8,4863,36,7953,low,365819,0.0074
11,"Census Tract 260.02, San Francisco County, California",3527,976,706,19.8,27.7,3.26,3.51,13.7,12,0.0,0.0,8.2,5.5,91.2,0.5,56.3,56.5,4.2,4.6,41.1,15.8,12.7,6.9,15.0,0.0,0.8,4.3,17.9,14.7,151752,28.6,3.9,4.5,13.2,39036,48500,61250,75.3,75.3,2.5,2.5,0.0,6.8,1039,93.9,0.0,0.0,1039,06,075,026002,1.0,0.6,0.3,0.6,976,79.1,204,3.09,0.0,24.6,0.9,0.0,0.8,64.2,2707,2145,3.2,22.6,1.1,2.8,41.2,3527,35,3434,low,357872,0.0099
12,"Census Tract 264.02, San Francisco County, California",5164,1214,897,16.0,26.1,4.23,4.37,17.7,125,3.2,3.2,6.8,7.4,84.1,1.5,50.0,66.3,2.8,2.7,27.4,25.5,15.6,3.1,12.9,0.0,1.7,4.5,17.9,12.4,108177,33.4,0.7,5.4,9.7,32162,40850,45862,68.8,68.8,8.1,8.1,0.0,17.5,1246,97.4,0.0,0.0,1246,06,075,026402,0.0,0.0,1.4,0.0,1214,66.7,404,3.96,0.0,30.7,0.0,2.0,0.0,77.3,2607,2380,8.4,14.3,1.3,1.1,17.9,5164,41,3939,low,414505,0.0079
13,"Census Tract 303.01, San Francisco County, California",5663,2291,1254,5.1,45.3,2.44,3.02,13.6,28,0.0,0.0,3.2,3.3,86.5,2.1,59.7,42.8,5.5,3.7,74.4,9.4,5.2,7.4,31.0,0.0,6.7,5.0,4.6,36.6,215810,27.6,0.5,2.0,46.6,84929,126250,95202,85.9,85.9,3.2,2.9,0.0,0.0,2595,88.3,0.0,1.2,2595,06,075,030301,1.8,0.0,3.4,3.6,2291,57.2,981,2.63,2.9,26.4,0.0,0.0,1.5,20.5,4001,2149,5.2,23.0,1.4,4.5,50.3,5663,75,4151,low,752520,0.0132
14,"Census Tract 308, San Francisco County, California",6584,2278,1734,7.6,23.9,2.83,3.15,6.7,0,0.0,0.0,1.6,5.1,94.5,0.6,63.5,38.3,9.0,3.3,65.3,7.6,8.5,11.3,18.6,1.7,1.7,1.4,7.4,37.1,191024,32.7,2.2,0.0,37.8,78311,94513,81139,87.8,87.8,2.8,0.0,0.0,0.0,2425,93.9,0.0,2.7,2425,06,075,030800,4.2,0.0,2.1,2.9,2278,71.4,651,2.84,2.9,28.1,0.0,0.0,0.0,17.8,4001,2270,4.9,26.2,0.3,0.7,56.8,6584,124,7617,low,1243204,0.0188
15,"Census Tract 254.02, San Francisco County, California",3284,1118,728,10.6,34.9,2.93,3.57,8.9,0,0.0,0.0,5.2,8.0,89.8,0.8,59.4,48.8,6.7,3.0,56.2,18.6,5.5,6.2,13.1,0.0,1.3,1.4,11.7,33.4,161116,26.1,0.9,2.9,41.9,63631,81435,68603,84.9,84.9,2.5,5.8,0.0,0.0,1172,95.4,3.9,0.0,1172,06,075,025402,2.0,0.8,2.0,4.7,1118,68.1,357,3.03,3.6,27.7,2.6,0.0,0.0,48.9,3236,1969,5.5,24.3,0.0,2.3,52.7,3284,30,3996,low,300169,0.0091
16,"Census Tract 479.01, San Francisco County, California",7597,2669,1464,5.4,45.1,2.8,3.9,7.5,0,0.0,11.6,3.5,11.6,89.1,0.3,64.6,45.6,10.1,4.2,53.6,15.2,9.0,7.9,13.3,0.3,6.8,5.0,9.4,13.8,123651,30.6,4.5,2.2,21.4,51063,61472,70774,82.7,82.7,1.7,2.3,0.0,100.0,2876,92.8,0.0,0.0,2876,06,075,047901,10.8,0.0,6.1,7.9,2669,55.8,1179,3.4,7.8,17.8,0.0,0.0,2.9,45.8,2974,1767,7.2,21.2,0.7,2.3,46.3,7597,116,8613,low,1166617,0.0153
17,"Census Tract 262, San Francisco County, California",7583,1995,1529,16.7,23.4,3.75,3.98,12.4,0,0.0,6.7,9.6,9.2,96.0,1.0,36.9,78.0,1.5,5.7,21.5,39.0,13.4,4.6,9.1,0.2,1.5,2.7,16.2,8.1,87198,43.6,4.2,8.6,8.1,31280,50258,41096,67.4,67.4,4.7,4.0,0.0,14.8,2121,94.1,0.0,1.1,2121,06,075,026200,1.1,0.0,1.9,2.5,1995,64.2,715,4.11,0.0,31.2,0.4,0.0,0.5,77.9,2572,1574,2.2,22.5,0.0,0.9,11.2,7583,77,7143,low,774532,0.0102
18,"Census Tract 216, San Francisco County, California",4345,2116,1051,6.2,50.3,2.05,2.66,11.1,0,-666666666.0,-666666666.0,1.5,3.7,86.9,1.8,72.2,33.4,7.9,5.8,74.0,8.0,4.7,12.0,30.1,0.0,7.2,5.3,4.8,34.0,190660,27.9,0.0,1.5,41.1,87179,122109,101011,88.7,88.7,0.8,6.9,0.0,100.0,2200,96.2,2.7,0.0,2200,06,075,021600,22.5,0.0,5.5,2.3,2116,65.0,740,2.02,1.9,24.7,0.0,1.2,0.8,30.9,3610,2607,3.2,20.0,0.7,1.5,71.4,4345,59,3790,low,597916,0.0136
19,"Census Tract 309, San Francisco County, California",7314,2343,1820,9.9,22.3,3.11,3.17,13.6,28,0.0,0.0,0.0,6.3,90.0,0.2,70.8,33.6,12.6,5.0,60.3,7.1,9.4,16.2,20.4,0.7,1.1,1.5,9.9,45.7,239561,39.4,0.8,0.0,50.9,79157,105485,112750,84.7,84.7,5.2,0.8,0.0,0.0,2478,94.6,2.3,0.0,2478,06,075,030900,1.4,0.0,0.8,0.0,2343,93.0,165,3.07,0.9,31.5,0.0,0.0,0.0,12.7,4001,2796,2.0,24.0,0.0,2.9,50.5,7314,185,8809,low,1853670,0.0253
20,"Census Tract 477.01, San Francisco County, California",4469,2024,941,6.6,53.5,2.21,2.92,14.4,0,0.0,45.2,4.1,6.0,88.4,0.7,61.1,45.2,7.1,6.6,53.1,16.2,10.4,7.1,22.9,0.0,3.5,7.7,13.3,11.2,111028,29.3,2.1,2.0,21.5,49638,73625,71325,76.1,76.1,4.8,4.4,0.0,0.0,2092,96.7,0.0,1.7,2092,06,075,047701,4.0,0.0,5.4,6.9,2024,35.8,1300,2.4,3.3,24.0,0.0,1.8,0.0,37.4,3996,1713,3.3,23.5,0.0,5.1,47.9,4469,36,4289,low,364728,0.0081
21,"Census Tract 477.02, San Francisco County, California",3877,1512,846,10.3,44.0,2.56,3.23,12.3,20,29.1,16.4,4.7,5.4,95.9,0.0,61.0,47.4,7.6,4.5,54.0,13.8,7.0,10.7,19.3,0.0,5.0,9.8,5.8,18.0,130690,25.3,3.0,3.9,21.2,52731,71750,63477,75.9,75.9,2.8,6.6,0.0,0.0,1710,88.4,0.0,0.0,1710,06,075,047702,1.5,0.5,3.4,9.2,1512,43.1,860,2.9,2.1,26.7,2.8,0.0,0.0,19.6,3584,1703,3.2,20.0,0.0,3.1,49.4,3877,35,2279,low,352786,0.009
22,"Census Tract 605.02, San Francisco County, California",3488,997,790,34.0,20.8,3.5,3.85,7.0,25,0.0,23.4,15.5,8.0,92.4,0.1,59.1,64.5,0.1,13.2,17.2,40.9,12.2,7.1,10.4,0.0,22.6,12.1,5.6,3.7,69816,27.5,12.6,38.0,2.0,24455,48854,35673,36.5,36.5,5.0,39.2,65.9,64.2,1064,93.7,0.0,1.1,1064,06,075,060502,6.0,0.0,0.7,2.6,997,21.3,785,4.74,0.6,25.9,0.0,0.0,0.0,82.1,2363,338,6.7,10.7,0.9,0.0,10.9,3488,27,12420,high,276333,0.0077
23,"Census Tract 607, San Francisco County, California",12180,5870,2824,7.0,51.9,2.01,2.72,9.2,0,0.0,0.0,2.8,3.3,74.2,5.0,59.8,46.8,5.1,2.9,75.9,5.2,8.2,11.4,36.4,0.4,8.7,2.2,4.9,36.6,193079,10.1,2.9,2.8,42.2,101711,137917,104978,79.3,79.3,2.3,4.7,0.0,45.1,6596,89.0,2.7,3.5,6596,06,075,060700,96.5,9.3,19.8,10.4,5870,33.7,3890,2.25,13.2,25.1,0.0,0.0,0.0,44.7,3306,3017,6.5,8.7,0.0,2.0,43.9,12180,208,20526,high,2081991,0.0171
24,"Census Tract 479.02, San Francisco County, California",3771,1516,820,12.9,45.9,2.49,3.3,9.9,0,0.0,0.0,4.4,11.2,87.4,1.3,65.3,41.6,11.6,3.2,55.3,14.8,6.1,6.2,26.3,0.0,3.3,2.8,10.4,13.5,127999,30.7,1.9,2.0,19.5,52113,72750,78000,79.6,79.6,4.4,3.0,5.7,10.8,1634,92.8,5.4,0.0,1634,06,075,047902,8.6,0.0,4.2,6.5,1516,49.5,765,2.98,3.2,24.6,0.0,0.0,0.0,32.0,3750,1930,5.5,26.6,3.1,4.5,57.2,3771,39,2689,low,397735,0.0103
25,"Census Tract 604, San Francisco County, California",1557,989,279,1.4,71.8,1.56,2.56,8.0,0,-666666666.0,-666666666.0,0.8,7.1,78.2,5.1,61.3,40.9,9.7,2.5,58.0,8.9,9.8,4.7,10.8,0.0,7.5,5.8,15.7,2.5,91462,40.4,0.0,0.8,6.8,57039,68854,64333,89.3,89.3,0.4,3.2,0.0,0.0,1058,93.5,0.0,5.2,1058,06,075,060400,87.1,0.0,22.8,43.9,989,17.6,815,1.93,8.1,20.1,0.0,0.0,2.3,69.0,3482,1707,2.8,36.9,0.0,3.6,61.8,1557,439,4433,low,4397436,0.282
26,"Census Tract 109, San Francisco County, California",4510,2547,811,3.1,68.2,1.77,2.36,19.0,0,-666666666.0,-666666666.0,1.1,4.2,82.9,1.2,76.3,24.8,9.8,2.0,68.6,7.5,8.9,16.1,32.2,0.0,4.6,11.3,8.0,33.1,217674,22.3,1.7,1.7,40.8,98527,118971,100633,87.3,87.3,1.0,5.1,0.0,-666666666.0,2833,89.9,0.0,1.4,2833,06,075,010900,17.1,1.8,8.0,14.3,2547,21.3,2005,1.97,5.7,19.4,0.0,0.0,0.0,33.0,4001,2346,1.0,23.3,1.7,1.2,74.2,4510,25,7002,low,250647,0.0055
27,"Census Tract 118, San Francisco County, California",1477,735,370,11.0,49.7,1.99,2.63,8.5,5,0.0,0.0,9.6,6.0,92.2,1.9,20.8,81.7,0.4,5.4,38.5,36.1,11.9,3.4,20.7,0.7,8.8,21.2,8.4,2.9,77577,26.7,1.6,5.7,1.9,25405,44107,50875,43.1,43.1,4.1,14.9,0.0,78.4,801,91.8,0.0,1.8,801,06,075,011800,55.3,0.0,13.2,63.9,735,1.6,723,1.5,6.4,21.6,0.0,0.0,0.0,50.0,-666666666,684,3.5,26.2,0.0,0.9,10.8,1477,5,2831,low,56564,0.0034
28,"Census Tract 121, San Francisco County, California",4002,2176,351,1.4,83.9,1.57,2.56,20.0,0,0.0,0.0,2.1,5.2,70.5,4.5,66.1,33.7,9.3,6.3,55.4,13.7,13.1,9.2,28.2,0.0,10.4,3.5,14.3,8.2,99990,10.6,0.0,4.5,21.1,51228,71349,70398,82.3,82.3,8.1,3.7,0.0,0.0,2341,93.0,8.9,0.0,2341,06,075,012100,75.7,1.1,26.5,45.5,2176,6.1,2043,1.38,12.8,16.6,0.0,0.0,0.0,37.6,2778,1673,2.0,8.4,0.1,2.0,61.8,4002,12,11059,high,123394,0.003
29,"Census Tract 128, San Francisco County, California",4436,2295,746,4.4,67.5,1.93,2.93,15.7,0,0.0,0.0,3.1,1.9,81.2,1.1,79.5,19.3,14.0,4.0,62.5,6.8,9.2,19.8,33.6,0.0,5.4,5.7,3.9,40.0,227476,13.3,0.0,1.4,75.5,101629,118077,106069,90.4,90.4,2.8,0.0,0.0,0.0,2604,88.1,0.0,0.0,2604,06,075,012800,11.8,0.0,8.2,14.2,2295,33.8,1519,2.41,3.5,26.9,0.0,1.3,0.0,20.4,4001,2211,8.2,13.3,0.0,1.9,93.3,4436,49,11382,high,497838,0.011
30,"Census Tract 155, San Francisco County, California",3532,2324,538,2.8,76.9,1.5,2.4,11.6,0,-666666666.0,-666666666.0,0.0,5.9,78.9,1.8,59.4,41.8,7.8,1.6,56.3,13.0,10.7,7.1,23.7,0.0,7.0,17.9,4.4,14.2,154303,39.7,2.0,2.0,27.1,72008,77422,81601,63.2,63.2,5.2,0.0,0.0,0.0,2558,90.9,0.0,5.5,2558,06,075,015500,65.4,0.0,22.3,27.4,2324,11.2,2063,1.5,3.0,33.4,0.0,0.0,0.0,21.1,3891,1322,1.7,41.4,1.7,2.2,59.9,3532,31,11676,high,311339,0.0088
31,"Census Tract 161, San Francisco County, California",5140,2544,1070,14.4,57.9,2.01,2.97,9.2,0,0.0,20.2,8.7,3.3,87.2,1.3,56.8,52.4,6.5,11.2,42.9,16.0,10.0,7.9,18.6,0.0,11.8,21.6,8.2,7.6,94104,24.5,4.7,13.5,1.9,29056,76071,51771,47.1,47.1,5.6,24.2,50.0,24.9,2888,88.1,0.0,1.4,2888,06,075,016100,62.8,2.1,11.6,14.5,2544,8.4,2331,2.39,3.9,35.6,0.0,0.0,0.0,42.7,2191,762,1.6,25.8,2.3,1.0,28.7,5140,36,18821,high,368899,0.007
32,"Census Tract 163, San Francisco County, California",4745,2023,733,5.5,63.8,2.26,2.65,29.4,0,-666666666.0,-666666666.0,3.9,2.8,83.8,0.9,83.7,18.9,9.3,2.9,68.5,10.3,9.6,5.0,30.1,0.0,5.6,4.7,6.9,36.3,211009,16.0,4.0,5.9,34.4,83217,105565,93904,83.3,83.3,1.2,4.5,0.0,63.5,2174,93.1,7.1,0.0,2174,06,075,016300,17.8,0.0,10.1,11.3,2023,20.9,1601,2.61,5.0,30.4,0.0,0.0,0.0,22.7,4001,2153,5.0,9.4,0.8,4.8,73.4,4745,24,9799,low,245866,0.0051
33,"Census Tract 176.01, San Francisco County, California",9244,5273,1458,8.9,72.3,1.73,3.02,9.9,0,0.0,0.0,3.9,4.8,80.7,1.7,53.9,48.9,5.2,1.7,48.7,20.7,12.7,11.9,21.3,0.0,14.0,8.8,4.2,12.8,122754,17.0,10.3,11.2,8.2,47955,56981,75197,54.2,54.2,7.2,13.2,0.0,84.0,6371,82.8,0.0,8.1,6371,06,075,017601,84.9,10.1,21.3,43.1,5273,4.7,5026,2.34,2.9,27.8,0.0,0.0,0.0,78.5,2423,995,0.4,13.3,1.2,1.9,34.7,9244,63,116852,high,633557,0.0068
34,"Census Tract 201, San Francisco County, California",6039,3309,941,8.5,71.6,1.77,2.67,16.6,0,-666666666.0,-666666666.0,3.7,6.5,76.4,1.6,62.0,38.3,8.2,6.7,53.1,23.2,10.3,4.6,27.3,0.0,12.9,11.2,6.0,14.9,116416,20.2,5.1,15.7,21.0,52284,68750,73947,57.1,57.1,3.9,14.0,23.6,57.5,3659,90.4,0.0,4.4,3659,06,075,020100,61.5,0.8,7.4,43.0,3309,18.7,2690,1.87,7.0,28.4,0.0,0.0,0.0,58.8,3805,1126,3.2,13.9,0.7,2.0,54.3,6039,44,59512,high,445707,0.0073
35,"Census Tract 206, San Francisco County, California",5203,2738,1016,3.3,62.9,1.9,2.56,16.9,0,0.0,0.0,0.6,5.1,85.8,3.4,79.7,21.8,14.1,3.8,77.7,5.7,4.0,9.8,31.5,0.0,2.7,0.5,8.0,36.7,211395,18.1,0.0,0.9,57.0,94952,129241,100833,85.7,85.7,2.2,0.9,0.0,47.4,2929,93.5,0.0,0.7,2929,06,075,020600,16.1,0.0,9.3,10.7,2738,38.6,1681,2.1,5.8,30.1,0.0,1.4,0.0,24.1,4001,2112,6.5,16.0,0.8,4.2,83.1,5203,56,16852,high,567325,0.0108
