boro_code,boro_name,county_fip,ntacode,ntaname,shape_area,shape_leng
3.0000000000000000000000000000000,Brooklyn,047,BK88,Borough Park,54005019.0480000000000000000000000000000,39247.2278309000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN51,Murray Hill,52488277.5915000000000000000000000000000,33266.9048721000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN27,East Elmhurst,19726845.5925000000000000000000000000000,19816.7121316000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK95,Erasmus,14522603.5915000000000000000000000000000,18756.7018646000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN07,Hollis,22887772.8087000000000000000000000000000,20976.3355996000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK25,Homecrest,29991967.2830000000000000000000000000000,27514.0229182000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN41,Fresh Meadows-Utopia,27774853.4174000000000000000000000000000,22106.4312721000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX33,Longwood,10732452.1794000000000000000000000000000,18982.1296554000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK43,Midwood,35799574.3850000000000000000000000000000,27996.5906116000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN08,St. Albans,77412748.1543000000000000000000000000000,45401.3170041000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK69,Clinton Hill,20528197.3105000000000000000000000000000,23971.4660272000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX10,Pelham Bay-Country Club-City Island,40134533.2335000000000000000000000000000,138249.4367120000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN33,Cambria Heights,33076797.8818000000000000000000000000000,26168.2700874000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK93,Starrett City,11598952.3246000000000000000000000000000,17414.7824185000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN06,Jamaica Estates-Holliswood,42789975.8442000000000000000000000000000,35465.9749306000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK44,Madison,27379162.0825000000000000000000000000000,26237.2578576000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK41,Kensington-Ocean Parkway,15893305.1584000000000000000000000000000,20800.7523583000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK26,Gravesend,31341950.2792000000000000000000000000000,39922.6741562000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK29,Bensonhurst East,35777947.5905000000000000000000000000000,33903.2454327000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK72,Williamsburg,11589988.1719000000000000000000000000000,16874.4338458000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK75,Bedford,32629789.0476000000000000000000000000000,29992.9237998000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK35,Stuyvesant Heights,31406935.8952000000000000000000000000000,28239.0807707000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN21,Gramercy,7526913.9513700000000000000000000000000,12096.8911742000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK79,Ocean Hill,20089914.3175000000000000000000000000000,22494.5820901000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK63,Crown Heights South,15989889.1158000000000000000000000000000,24192.4559401000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK96,Rugby-Remsen Village,32706946.2815000000000000000000000000000,30957.8542966000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX31,Allerton-Pelham Gardens,31693044.2846000000000000000000000000000,25467.1174253000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK91,East Flatbush-Farragut,34360864.3944000000000000000000000000000,39201.0383790000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK78,Bushwick South,40169452.4574000000000000000000000000000,40735.7423841000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK77,Bushwick North,24927927.1793000000000000000000000000000,26321.6269160000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN20,Ridgewood,50495176.2938000000000000000000000000000,40608.5132003000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK46,Ocean Parkway South,17782095.7562000000000000000000000000000,21975.9973189000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK68,Fort Greene,16482821.6395000000000000000000000000000,19825.5210589000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN68,Queensbridge-Ravenswood-Long Island City,23317032.8329000000000000000000000000000,27067.6525332000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX08,West Farms-Bronx River,15084986.2976000000000000000000000000000,17477.2947609000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX46,Parkchester,9184677.0995300000000000000000000000000,12411.7882087000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX55,Soundview-Bruckner,16253358.2826000000000000000000000000000,19756.5597869000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN19,Glendale,30016735.5958000000000000000000000000000,41514.4350803000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX28,Van Cortlandt Village,25666125.0281000000000000000000000000000,21945.7199799000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN38,Pomonok-Flushing Heights-Hillcrest,38835956.6579000000000000000000000000000,30731.5920226000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN15,Clinton,18362149.2813000000000000000000000000000,34481.6287726000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN34,Queens Village,69533433.1294000000000000000000000000000,41782.4010445000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN21,Middle Village,57684905.4508000000000000000000000000000,42675.5484878000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN29,Elmhurst,32675347.6463000000000000000000000000000,36711.3363717000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK85,East New York (Pennsylvania Ave),19397526.5804000000000000000000000000000,24226.8510699000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN40,Upper East Side-Carnegie Hill,20065364.3160000000000000000000000000000,23778.4103624000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX62,Woodlawn-Wakefield,39738786.4185000000000000000000000000000,38694.0407056000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX07,Bronxdale,15185447.5266000000000000000000000000000,17432.1761124000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN55,South Ozone Park,82461392.8832000000000000000000000000000,36708.1693546000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK27,Bath Beach,20534620.8186000000000000000000000000000,22383.7432331000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK28,Bensonhurst West,46670569.5071000000000000000000000000000,37137.4391704000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN30,Maspeth,35633161.0166000000000000000000000000000,41265.6433071000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI48,Arden Heights,50410816.2219000000000000000000000000000,29689.3955312000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN50,Elmhurst-Maspeth,21927665.9348000000000000000000000000000,32362.8252011000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN23,College Point,50553980.3679000000000000000000000000000,59454.7497423000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK73,North Side-South Side,28869768.1790000000000000000000000000000,28149.9800233000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX98,Rikers Island,18163827.5996000000000000000000000000000,18898.1162794000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK81,Brownsville,32719365.8296000000000000000000000000000,27298.8500970000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX52,Schuylerville-Throgs Neck-Edgewater Park,88439964.0548000000000000000000000000000,91304.7948064000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,141057788.6120000000000000000000000000000,71174.5830099000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN25,Battery Park City-Lower Manhattan,19014298.8134000000000000000000000000000,43738.4960413000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN14,Lincoln Square,15805586.3139000000000000000000000000000,19869.9083138000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN17,Midtown-Midtown South,30191534.3299000000000000000000000000000,27032.7002210000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK60,Prospect Lefferts Gardens-Wingate,31638973.1337000000000000000000000000000,29562.4424104000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX26,Highbridge,16457635.5181000000000000000000000000000,18506.3101926000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK21,Seagate-Coney Island,38782030.7333000000000000000000000000000,51874.9555438000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK40,Windsor Terrace,14041668.0837000000000000000000000000000,19033.6717366000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK50,Canarsie,82098856.6248000000000000000000000000000,43718.6665163000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX22,North Riverdale-Fieldston-Riverdale,49048279.0903000000000000000000000000000,31851.1424549000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX29,Spuyten Duyvil-Kingsbridge,23214112.6801000000000000000000000000000,27990.7883939000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK42,Flatbush,45254807.5576000000000000000000000000000,38737.8532129000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK58,Flatlands,54341776.2037000000000000000000000000000,40635.2753424000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN45,Douglas Manor-Douglaston-Little Neck,68394170.1188000000000000000000000000000,45784.4581066000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX09,Soundview-Castle Hill-Clason Point-Harding Park,51983797.5821000000000000000000000000000,67340.9793847000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK09,Brooklyn Heights-Cobble Hill,9983620.4691200000000000000000000000000,14264.7865280000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK37,Park Slope-Gowanus,42509225.9546000000000000000000000000000,31476.8085817000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI11,Charleston-Richmond Valley-Tottenville,145674612.0350000000000000000000000000000,84848.4551217000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI32,Rossville-Woodrow,64963357.8609000000000000000000000000000,33247.2589139000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN03,Central Harlem North-Polo Grounds,25403484.2821000000000000000000000000000,27983.8840398000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN32,Yorkville,13602063.8367000000000000000000000000000,17998.7206133000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN48,Auburndale,34164915.1869000000000000000000000000000,32452.0596736000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN52,East Flushing,29453683.4814000000000000000000000000000,25848.5454175000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX35,Morrisania-Melrose,16891753.6574000000000000000000000000000,27740.8462543000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN01,Marble Hill-Inwood,17732688.6953000000000000000000000000000,31844.4094213000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,37068381.8903000000000000000000000000000,45693.0746010000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK23,West Brighton,8738768.7936800000000000000000000000000,14113.5813540000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN23,West Village,24970650.1490000000000000000000000000000,28621.6511520000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN12,Upper West Side,34379942.4562000000000000000000000000000,29160.2065320000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX43,Norwood,15724928.3207000000000000000000000000000,22150.3082205000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX05,Bedford Park-Fordham North,14998883.5031000000000000000000000000000,22565.4811930000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX40,Fordham South,6308875.2363700000000000000000000000000,15880.3520716000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX41,Mount Hope,14716710.8444000000000000000000000000000,18937.2481566000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX03,Eastchester-Edenwald-Baychester,40256794.2545000000000000000000000000000,59164.9993069000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX13,Co-op City,39833695.0031000000000000000000000000000,30327.1281411000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX17,East Tremont,19255162.8260000000000000000000000000000,29633.1363792000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,63341499.5671000000000000000000000000000,91051.0338147000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI08,Grymes Hill-Clifton-Fox Hills,37752553.4884000000000000000000000000000,37119.8995930000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN05,Rosedale,61569261.2362000000000000000000000000000,64163.7256455000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI45,New Dorp-Midland Beach,55429451.2602000000000000000000000000000,34336.5208858000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK90,East Williamsburg,39132793.8226000000000000000000000000000,49247.0269687000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX63,West Concourse,19379817.3299000000000000000000000000000,28499.0446414000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI36,Old Town-Dongan Hills-South Beach,67009381.3856000000000000000000000000000,41971.5822714000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28477918.4869000000000000000000000000000,32542.8998233000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,69463738.8550000000000000000000000000000,91993.6065956000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX49,Pelham Parkway,23032575.9640000000000000000000000000000,25823.0367338000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK33,Carroll Gardens-Columbia Street-Red Hook,44601379.2371000000000000000000000000000,60820.8847586000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN46,Bayside-Bayside Hills,80798589.9493000000000000000000000000000,43020.7879368000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN04,Hamilton Heights,16096135.9703000000000000000000000000000,17411.3819306000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN33,East Harlem South,16650687.5711000000000000000000000000000,18624.6648078000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN71,Old Astoria,15619596.9171000000000000000000000000000,19366.2172978000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN99,park-cemetery-etc-Manhattan,91543352.7608000000000000000000000000000,155354.8463330000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN72,Steinway,57724460.5649000000000000000000000000000,43563.1493864000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN25,Corona,20077317.3491000000000000000000000000000,23868.6416637000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN47,Ft. Totten-Bay Terrace-Clearview,46292591.4231000000000000000000000000000,39625.8426361000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN11,Central Harlem South,14439304.7812000000000000000000000000000,16621.0234443000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN34,East Harlem North,24494898.4181000000000000000000000000000,30603.7188842000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN26,North Corona,18003888.1711000000000000000000000000000,18429.5402355000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN22,Flushing,37865073.0255000000000000000000000000000,38362.7281209000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN02,Springfield Gardens North,28432652.7513000000000000000000000000000,25437.0618606000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK34,Sunset Park East,27110066.1625000000000000000000000000000,25901.8255370000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN42,Oakland Gardens,51009679.3586000000000000000000000000000,42410.0677130000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK32,Sunset Park West,49990015.8359000000000000000000000000000,83323.5061834000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX30,Kingsbridge Heights,13163119.0791000000000000000000000000000,21108.8106729000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX36,University Heights-Morris Heights,21255485.4646000000000000000000000000000,24100.4320396000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI35,New Brighton-Silver Lake,47137243.9922000000000000000000000000000,30320.3749453000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI22,West New Brighton-New Brighton-St. George,56030445.2217000000000000000000000000000,66054.2516840000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN22,East Village,10894242.5993000000000000000000000000000,13555.2320291000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN37,Kew Gardens Hills,37888360.5122000000000000000000000000000,33105.7241287000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI99,park-cemetery-etc-Staten Island,24014721.3452000000000000000000000000000,46217.3230523000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX75,Crotona Park East,16310644.2974000000000000000000000000000,24773.5736740000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX27,Hunts Point,49739562.9569000000000000000000000000000,44690.3719115000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI07,Westerleigh,63256189.2427000000000000000000000000000,41657.4257827000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN28,Lower East Side,23297409.6619000000000000000000000000000,25466.6595939000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI28,Port Richmond,36419886.4529000000000000000000000000000,39040.8748590000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK19,Brighton Beach,17180138.1439000000000000000000000000000,21060.1695440000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN17,Forest Hills,57827652.5888000000000000000000000000000,36171.4726488000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN18,Rego Park,19941812.4405000000000000000000000000000,26675.1034442000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX44,Williamsbridge-Olinville,36275611.9048000000000000000000000000000,27332.4218574000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX99,park-cemetery-etc-Bronx,220837194.7720000000000000000000000000000,223421.1408910000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN20,Murray Hill-Kips Bay,14485874.9091000000000000000000000000000,24491.3108504000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN60,Kew Gardens,20492573.4679000000000000000000000000000,21440.8681819000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,89502323.0269000000000000000000000000000,71306.7527405000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN28,Jackson Heights,47858498.8100000000000000000000000000000,29423.5614051000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN63,Woodside,28246602.3914000000000000000000000000000,27869.3632848000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX14,East Concourse-Concourse Village,18221639.6690000000000000000000000000000,27199.9120104000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN35,Briarwood-Jamaica Hills,29377367.3291000000000000000000000000000,30029.2874647000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN70,Astoria,39336018.6556000000000000000000000000000,32534.6317906000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN62,Queensboro Hill,26541930.8752000000000000000000000000000,30690.3011755000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN50,Stuyvesant Town-Cooper Village,5582244.1622200000000000000000000000000,12021.7485912000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN06,Manhattanville,10647077.7075000000000000000000000000000,17040.6858962000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN53,Woodhaven,37034117.0901000000000000000000000000000,28046.4554316000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN49,Whitestone,69050706.4553000000000000000000000000000,61000.9293551000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK76,Greenpoint,35321995.7334000000000000000000000000000,28914.3549804000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN09,Morningside Heights,20155864.9821000000000000000000000000000,20746.0584874000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN12,Hammels-Arverne-Edgemere,61895482.1384000000000000000000000000000,83797.4820986000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN15,Far Rockaway-Bayswater,54159776.7869000000000000000000000000000,48674.1617286000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN24,SoHo-TriBeCa-Civic Center-Little Italy,25032681.6869000000000000000000000000000,26855.0316688000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK61,Crown Heights North,51620954.0741000000000000000000000000000,35632.3326868000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN27,Chinatown,14501874.2737000000000000000000000000000,20786.2550134000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX01,Claremont-Bathgate,16451870.3771000000000000000000000000000,30053.1308248999000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX06,Belmont,13559415.8020000000000000000000000000000,17117.2840090000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN35,Washington Heights North,22667408.0676000000000000000000000000000,26683.2947297000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN36,Washington Heights South,23092763.0211000000000000000000000000000,22106.0546311000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK64,Prospect Heights,10228701.0240000000000000000000000000000,15070.5629084000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX37,Van Nest-Morris Park-Westchester Square,36302330.1280000000000000000000000000000,42870.3022377000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX59,Westchester-Unionport,23945259.1328000000000000000000000000000,26557.3191414000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX34,Melrose South-Mott Haven North,17271763.8906000000000000000000000000000,19589.1962529000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI25,Oakwood-Oakwood Beach,55961884.0389000000000000000000000000000,44299.0324518000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI54,Great Kills,89606511.3154000000000000000000000000000,66106.9061582000000000000000000000000
2.0000000000000000000000000000000,Bronx,005,BX39,Mott Haven-Port Morris,41898550.6399000000000000000000000000000,35603.7322506000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK30,Dyker Heights,29918736.9913000000000000000000000000000,30729.7218474000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK31,Bay Ridge,67173357.1194000000000000000000000000000,44508.4430763000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI05,New Springville-Bloomfield-Travis,327290184.5900000000000000000000000000000,109065.8734530000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,184881509.3690000000000000000000000000000,75942.0030220000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI14,Grasmere-Arrochar-Ft. Wadsworth,40931632.6387000000000000000000000000000,39960.9748864000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN43,Bellerose,55184295.4694000000000000000000000000000,32086.1404648000000000000000000000000
5.0000000000000000000000000000000,Staten Island,085,SI37,Stapleton-Rosebank,46426791.1615000000000000000000000000000,55229.6364233000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN44,Glen Oaks-Floral Park-New Hyde Park,45666929.0634000000000000000000000000000,33596.4629504000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN01,South Jamaica,39971928.8588000000000000000000000000000,32122.5519544000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN76,Baisley Park,44038576.6106000000000000000000000000000,31478.4378784000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN19,Turtle Bay-East Midtown,17389164.0667000000000000000000000000000,21124.0538574000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN66,Laurelton,39784922.3086000000000000000000000000000,29530.9299556000000000000000000000000
1.0000000000000000000000000000000,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,21508615.5766000000000000000000000000000,39435.1441130000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN31,Hunters Point-Sunnyside-West Maspeth,102421622.4540000000000000000000000000000,74592.1733649000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN03,Springfield Gardens South-Brookville,43288698.0870000000000000000000000000000,45322.1652074000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN98,Airport,228198998.0460000000000000000000000000000,136232.0796580000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK83,Cypress Hills-City Line,27609818.7454000000000000000000000000000,35564.1996497000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN56,Ozone Park,25016771.4988000000000000000000000000000,24730.0690169000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK82,East New York,117023830.2320000000000000000000000000000,87941.0738607000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN57,Lindenwood-Howard Beach,64560809.0309000000000000000000000000000,79085.7072959000000000000000000000000
3.0000000000000000000000000000000,Brooklyn,047,BK99,park-cemetery-etc-Brooklyn,225339443.2570000000000000000000000000000,385534.3186510000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN54,Richmond Hill,50978396.1357000000000000000000000000000,33792.4654413000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN61,Jamaica,47308036.6169000000000000000000000000000,43696.3650632000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,100209724.0390000000000000000000000000000,119016.7032090000000000000000000000000
4.0000000000000000000000000000000,Queens,081,QN99,park-cemetery-etc-Queens,309063798.4150000000000000000000000000000,487058.9873490000000000000000000000000
